Distance (µm),Raw_data,Fitted_data
0,113,-30.6562319011431
0.105462968349457,27,-30.6562319011431
0.210925936698914,13,-30.656231901143
0.31638890504837,3,-30.656231901141
0.421851873397827,-41,-30.6562319010999
0.527314841747284,-68,-30.6562319003771
0.632777810096741,-51,-30.6562318893641
0.738240778446198,-67,-30.6562317437931
0.843703746795654,-67,-30.6562300749904
0.949166715145111,-43,-30.6562134883794
1.05462968349457,-16,-30.6560706092134
1.16009265184402,-45,-30.6550044108523
1.26555562019348,-21,-30.6481160277313
1.37101858854294,-28,-30.6096127636434
1.4764815568924,-7,-30.4235808734053
1.58194452524185,-4,-29.6475424304095
1.68740749359131,2,-26.8567728294628
1.79287046194077,48,-18.2226051842629
1.89833343029022,97,4.69346139686092
2.00379639863968,157,56.6580419380692
2.10925936698914,187,156.712282737965
2.21472233533859,343,318.660792848591
2.32018530368805,535,535.132979635499
2.42564827203751,672,765.50558010061
2.53111124038696,916,942.673062360703
2.63657420873642,1036,1003.12827059815
2.74203717708588,967,923.263893115851
2.84750014543533,738,734.069627575334
2.95296311378479,555,501.956216039558
3.05842608213425,252,291.620254009739
3.1638890504837,44,138.761045305866
3.26935201883316,-2,46.7183912785115
3.37481498718262,-22,0.044672362163407
3.48027795553207,-41,-20.0730671050603
3.58574092388153,-69,-27.4867248568583
3.69120389223099,-51,-29.8315629285556
3.79666686058044,-45,-30.4698175431004
3.9021298289299,-66,-30.6196226508369
4.00759279727936,-57,-30.6499857270859
4.11305576562882,-39,-30.6553060330879
4.21851873397827,-61,-30.656112668303
4.32398170232773,-1,-30.6562185611855
4.42944467067719,-18,-30.6562306044871
4.53490763902664,-57,-30.656231791645
4.6403706073761,1,-30.6562318931097
4.74583357572556,-34,-30.6562319006311
4.85129654407501,-51,-30.6562319011148
4.95675951242447,-65,-30.6562319011418
5.06222248077393,-63,-30.6562319011431
5.16768544912338,-58,-30.6562319011431
5.27314841747284,-69,-30.6562319011431
5.3786113858223,-50,-30.6562319011431
5.48407435417175,-42,-30.6562319011431
