Distance (µm),Raw_data,Fitted_data
0,28,0.272209155609635
0.105462968349457,-7,0.272209155609641
0.210925936698914,-19,0.272209155609831
0.31638890504837,1,0.272209155615171
0.421851873397827,-14,0.272209155742475
0.527314841747284,-13,0.272209158320578
0.632777810096741,2,0.272209202664352
0.738240778446198,-35,0.272209850277402
0.843703746795654,-27,0.272217878138557
0.949166715145111,-18,0.272302309066346
1.05462968349457,-1,0.273055304558121
1.16009265184402,5,0.278746267971515
1.26555562019348,-16,0.315164417125594
1.37101858854294,48,0.512279254773842
1.4764815568924,19,1.41338103993028
1.58194452524185,18,4.88597278698227
1.68740749359131,24,16.137604782889
1.79287046194077,0,46.6743222496197
1.89833343029022,65,115.70146530128
2.00379639863968,227,244.494512307027
2.10925936698914,419,439.759210997765
2.21472233533859,752,672.935975012035
2.32018530368805,817,875.943921468088
2.42564827203751,1046,969.834895970514
2.53111124038696,874,913.337330801871
2.63657420873642,692,731.611489606504
2.74203717708588,485,498.49929466538
2.84750014543533,313,288.959094015781
2.95296311378479,192,142.543758655529
3.05842608213425,112,59.9070899775339
3.1638890504837,41,21.5327318087433
3.26935201883316,-16,6.71892910582096
3.37481498718262,32,1.93483665495728
3.48027795553207,-11,0.636914729602038
3.58574092388153,-2,0.3402517915099
3.69120389223099,-5,0.283006355576563
3.79666686058044,-5,0.273666400183469
3.9021298289299,-3,0.272376436001007
4.00759279727936,25,0.272225487968418
4.11305576562882,-11,0.272210511873136
4.21851873397827,25,0.272209251401918
4.32398170232773,1,0.272209161364144
4.42944467067719,-19,0.272209155903655
4.53490763902664,28,0.272209155622412
4.6403706073761,-3,0.272209155610107
4.74583357572556,25,0.27220915560965
4.85129654407501,21,0.272209155609635
4.95675951242447,-14,0.272209155609635
5.06222248077393,-7,0.272209155609635
5.16768544912338,-29,0.272209155609635
