Distance (µm),Raw_data,Fitted_data
0,8,23.9701853429573
0.105462968349457,27,23.9701853429573
0.210925936698914,26,23.9701853429573
0.31638890504837,30,23.9701853429573
0.421851873397827,44,23.9701853429573
0.527314841747284,25,23.9701853429573
0.632777810096741,-9,23.9701853429573
0.738240778446198,5,23.9701853429573
0.843703746795654,25,23.9701853429573
0.949166715145111,17,23.9701853429573
1.05462968349457,17,23.9701853429573
1.16009265184402,16,23.9701853429576
1.26555562019348,5,23.970185342964
1.37101858854294,-11,23.9701853430762
1.4764815568924,15,23.9701853448001
1.58194452524185,20,23.9701853679321
1.68740749359131,-1,23.9701856390678
1.79287046194077,45,23.9701884142986
1.89833343029022,43,23.9702132121402
2.00379639863968,0,23.9704065720857
2.10925936698914,-10,23.9717216651292
2.21472233533859,15,23.9795188359601
2.32018530368805,23,24.0197906374442
2.42564827203751,36,24.2008248898557
2.53111124038696,28,24.9083119167762
2.63657420873642,23,27.3083750841413
2.74203717708588,65,34.3617876129601
2.84750014543533,144,52.2695009145289
2.95296311378479,163,91.3905762205937
3.05842608213425,237,164.487071739436
3.1638890504837,283,280.175236658785
3.26935201883316,406,432.636438452614
3.37481498718262,518,594.228704453102
3.48027795553207,669,720.110372866572
3.58574092388153,860,767.406117557181
3.69120389223099,760,718.534246459217
3.79666686058044,558,591.649390561859
3.9021298289299,437,429.866942619865
4.00759279727936,273,277.862816129054
4.11305576562882,113,162.903541733486
4.21851873397827,55,90.4798682976601
4.32398170232773,64,51.824029767643
4.42944467067719,40,34.1750519333414
4.53490763902664,16,27.2409661108357
4.6403706073761,46,24.887286956182
4.74583357572556,40,24.1951453916457
4.85129654407501,37,24.0184595618419
4.95675951242447,21,23.979247822333
5.06222248077393,38,23.9716736780612
5.16768544912338,60,23.9703991767491
5.27314841747284,30,23.9702122195288
5.3786113858223,14,23.9701882982011
5.48407435417175,20,23.9701856272297
5.58953732252121,11,23.9701853668793
5.69500029087067,12,23.9701853447184
5.80046325922012,13,23.9701853430707
5.90592622756958,39,23.9701853429637
6.01138919591904,31,23.9701853429576
6.11685216426849,2,23.9701853429573
6.22231513261795,8,23.9701853429573
6.32777810096741,13,23.9701853429573
6.43324106931686,15,23.9701853429573
6.53870403766632,32,23.9701853429573
6.64416700601578,25,23.9701853429573
