Distance (µm),Raw_data,Fitted_data
0,5,-4.20160399352279
0.105462968349457,-33,-4.20160399352279
0.210925936698914,-27,-4.20160399352279
0.31638890504837,7,-4.20160399352279
0.421851873397827,-37,-4.20160399352279
0.527314841747284,-13,-4.20160399352279
0.632777810096741,-18,-4.20160399352278
0.738240778446198,-28,-4.20160399352271
0.843703746795654,-10,-4.20160399352163
0.949166715145111,-19,-4.2016039935075
1.05462968349457,-12,-4.20160399333961
1.16009265184402,10,-4.20160399153743
1.26555562019348,-5,-4.20160397406191
1.37101858854294,-24,-4.20160382100406
1.4764815568924,-10,-4.20160261040416
1.58194452524185,-23,-4.20159396511458
1.68740749359131,-24,-4.20153823470903
1.79287046194077,-29,-4.20121402879262
1.89833343029022,13,-4.19951255028671
2.00379639863968,-17,-4.19145983033585
2.10925936698914,-8,-4.15710647782073
2.21472233533859,-28,-4.0250796131072
2.32018530368805,-36,-3.56828426116882
2.42564827203751,27,-2.14670378531369
2.53111124038696,11,1.82826456904686
2.63657420873642,55,11.8003990228969
2.74203717708588,59,34.2036147573647
2.84750014543533,58,79.157978577653
2.95296311378479,127,159.431139588408
3.05842608213425,339,286.290469110495
3.1638890504837,407,462.186809412817
3.26935201883316,638,672.988514275482
3.37481498718262,936,885.046329386341
3.48027795553207,1149,1051.84846636362
3.58574092388153,1044,1130.0138176275
3.69120389223099,1036,1097.4796991314
3.79666686058044,983,963.554240653203
3.9021298289299,799,764.619010506964
4.00759279727936,588,548.172905904412
4.11305576562882,352,354.713414769918
4.21851873397827,199,206.709297056881
4.32398170232773,56,107.885543076433
4.42944467067719,14,49.6702592284603
4.53490763902664,0,19.2146580961865
4.6403706073761,39,5.00336939246781
4.74583357572556,12,-0.929124778157226
4.85129654407501,5,-3.14944674991706
4.95675951242447,19,-3.89566573173633
5.06222248077393,43,-4.12115208832345
5.16768544912338,35,-4.18247076474878
5.27314841747284,14,-4.19748880639554
5.3786113858223,-21,-4.20080353228652
5.48407435417175,12,-4.20146318128023
5.58953732252121,-5,-4.2015815913616
5.69500029087067,-2,-4.20160077031122
5.80046325922012,2,-4.20160357411441
5.90592622756958,-2,-4.20160394416738
6.01138919591904,26,-4.2016039882701
6.11685216426849,29,-4.20160399301722
6.22231513261795,-3,-4.20160399347878
6.32777810096741,21,-4.20160399351932
6.43324106931686,-6,-4.20160399352254
6.53870403766632,-23,-4.20160399352277
6.64416700601578,7,-4.20160399352279
6.74962997436523,10,-4.20160399352279
6.85509294271469,-9,-4.20160399352279
6.96055591106415,-3,-4.20160399352279
7.06601887941361,-9,-4.20160399352279
