Distance (µm),Raw_data,Fitted_data
0,33,28.21624173862
0.105462968349457,27,28.21624173862
0.210925936698914,43,28.21624173862
0.31638890504837,13,28.21624173862
0.421851873397827,96,28.21624173862
0.527314841747284,132,28.21624173862
0.632777810096741,54,28.2162417386202
0.738240778446198,41,28.2162417386226
0.843703746795654,22,28.2162417386473
0.949166715145111,40,28.216241738887
1.05462968349457,62,28.2162417410137
1.16009265184402,49,28.2162417583087
1.26555562019348,54,28.2162418871972
1.37101858854294,33,28.2162427672839
1.4764815568924,55,28.2162482726467
1.58194452524185,22,28.2162798166435
1.68740749359131,6,28.2164453274732
1.79287046194077,63,28.2172404033198
1.89833343029022,24,28.2207361363857
2.00379639863968,20,28.234798809093
2.10925936698914,49,28.2865381948807
2.21472233533859,24,28.4605530368218
2.32018530368805,-9,28.9952458947849
2.42564827203751,58,30.4951251240648
2.53111124038696,14,34.3325664476854
2.63657420873642,19,43.2769386654711
2.74203717708588,25,62.2402682975712
2.84750014543533,88,98.7362658951802
2.95296311378479,49,162.315167909789
3.05842608213425,258,262.166889488054
3.1638890504837,332,402.679582810806
3.26935201883316,655,578.112124330766
3.37481498718262,786,769.078944954502
3.48027795553207,987,943.975040329422
3.58574092388153,1149,1066.72597741292
3.69120389223099,1073,1108.71966841889
3.79666686058044,906,1059.61790846964
3.9021298289299,855,931.482138019218
4.00759279727936,889,753.970348168929
4.11305576562882,613,563.21095991043
4.21851873397827,444,390.038759234431
4.32398170232773,262,252.722158826623
4.42944467067719,85,156.020727308532
4.53490763902664,29,94.9661242242953
4.6403706073761,33,60.200848706642
4.74583357572556,20,42.277287946419
4.85129654407501,36,33.8875121656026
4.95675951242447,29,30.3148393862255
5.06222248077393,18,28.9287076844881
5.16768544912338,24,28.4381559647967
5.27314841747284,30,28.2796567802205
5.3786113858223,8,28.232867652369
5.48407435417175,11,28.2202408626043
5.58953732252121,4,28.217124270329
5.69500029087067,22,28.2164204210591
5.80046325922012,49,28.2162749295583
5.90592622756958,21,28.2162473950614
6.01138919591904,16,28.216242623029
6.11685216426849,76,28.2162418654871
6.22231513261795,43,28.2162417553167
6.32777810096741,19,28.2162417406361
6.43324106931686,2,28.2162417388434
6.53870403766632,24,28.2162417386427
6.64416700601578,37,28.2162417386221
6.74962997436523,34,28.2162417386202
6.85509294271469,29,28.21624173862
6.96055591106415,13,28.21624173862
7.06601887941361,20,28.21624173862
