Distance (µm),Raw_data,Fitted_data
0,18,45.8002982188294
0.105462968349457,18,45.8002982188294
0.210925936698914,44,45.8002982188294
0.31638890504837,39,45.8002982188294
0.421851873397827,25,45.8002982188294
0.527314841747284,34,45.8002982188294
0.632777810096741,34,45.8002982188294
0.738240778446198,21,45.8002982188294
0.843703746795654,16,45.8002982188294
0.949166715145111,52,45.8002982188294
1.05462968349457,73,45.8002982188303
1.16009265184402,29,45.8002982188541
1.26555562019348,56,45.8002982193842
1.37101858854294,43,45.8002982293921
1.4764815568924,17,45.8002983892726
1.58194452524185,60,45.8003005500331
1.68740749359131,52,45.8003252444822
1.79287046194077,70,45.8005637818815
1.89833343029022,85,45.8025100633587
2.00379639863968,53,45.8159130405702
2.10925936698914,43,45.8937343724705
2.21472233533859,8,46.2742000223168
2.32018530368805,62,47.8376088839308
2.42564827203751,34,53.2240192533103
2.53111124038696,58,68.7291082840288
2.63657420873642,194,105.825949053003
2.74203717708588,192,178.995238171118
2.84750014543533,318,296.315487390697
2.95296311378479,296,445.170711355192
3.05842608213425,765,585.451563883636
3.1638890504837,466,663.882161818666
3.26935201883316,860,645.832127310003
3.37481498718262,418,539.540016036391
3.48027795553207,395,390.16396889541
3.58574092388153,252,249.37887799722
3.69120389223099,181,147.810197788235
3.79666686058044,71,89.1262435710561
3.9021298289299,41,61.3975923858196
4.00759279727936,40,50.5596298376372
4.11305576562882,30,47.0312418274547
4.21851873397827,46,46.0701503404104
4.32398170232773,64,45.8504410675918
4.42944467067719,27,45.8081956829001
4.53490763902664,56,45.8013525129911
4.6403706073761,29,45.800417516354
4.74583357572556,48,45.8003096606873
4.85129654407501,38,45.8002991489883
4.95675951242447,58,45.8002982829228
5.06222248077393,30,45.8002982225728
5.16768544912338,48,45.8002982190147
5.27314841747284,17,45.8002982188371
5.3786113858223,36,45.8002982188296
5.48407435417175,61,45.8002982188294
5.58953732252121,49,45.8002982188294
5.69500029087067,74,45.8002982188294
5.80046325922012,41,45.8002982188294
5.90592622756958,12,45.8002982188294
6.01138919591904,15,45.8002982188294
6.11685216426849,86,45.8002982188294
6.22231513261795,60,45.8002982188294
6.32777810096741,44,45.8002982188294
6.43324106931686,89,45.8002982188294
6.53870403766632,59,45.8002982188294
6.64416700601578,124,45.8002982188294
