Distance (µm),Raw_data,Fitted_data
0,-29,7.80802061864068
0.105462968349457,-22,7.80802061864068
0.210925936698914,-9,7.80802061864068
0.31638890504837,-35,7.80802061864068
0.421851873397827,11,7.80802061864068
0.527314841747284,17,7.80802061864068
0.632777810096741,-3,7.80802061864068
0.738240778446198,-23,7.8080206186407
0.843703746795654,-22,7.80802061864119
0.949166715145111,-8,7.80802061865324
1.05462968349457,-4,7.80802061890519
1.16009265184402,-31,7.80802062341819
1.26555562019348,58,7.80802069263367
1.37101858854294,10,7.80802160131431
1.4764815568924,63,7.80803180934513
1.58194452524185,5,7.80812989719609
1.68740749359131,-10,7.80893566238943
1.79287046194077,0,7.81459081221613
1.89833343029022,-11,7.84847297884404
2.00379639863968,-22,8.02158998536182
2.10925936698914,-21,8.77488029437856
2.21472233533859,0,11.5613556241326
2.32018530368805,47,20.3019948102917
2.42564827203751,-2,43.4706428688791
2.53111124038696,24,95.0961800509301
2.63657420873642,197,191.008578686308
2.74203717708588,223,337.514621681852
2.84750014543533,608,516.620653957036
2.95296311378479,709,681.121832284645
3.05842608213425,854,771.831234463559
3.1638890504837,640,751.212166787783
3.26935201883316,618,628.06662457784
3.37481498718262,436,451.569917616306
3.48027795553207,226,280.050953734822
3.58574092388153,316,151.024375055801
3.69120389223099,97,72.4118122494704
3.79666686058044,80,32.7972460285003
3.9021298289299,68,16.0965403374032
4.00759279727936,-37,10.1654057999208
4.11305576562882,43,8.3829486940866
4.21851873397827,-13,7.92825422633023
4.32398170232773,-8,7.82958155580141
4.42944467067719,-33,7.81133604039462
4.53490763902664,-23,7.80845777754153
4.6403706073761,-22,7.80807004621089
4.74583357572556,36,7.80802541077069
4.85129654407501,67,7.80802101703883
4.95675951242447,139,7.8080206470418
5.06222248077393,50,7.80802062037682
5.16768544912338,82,7.80802061873169
5.27314841747284,17,7.80802061864477
5.3786113858223,74,7.80802061864084
5.48407435417175,16,7.80802061864069
5.58953732252121,-23,7.80802061864068
5.69500029087067,-15,7.80802061864068
5.80046325922012,-20,7.80802061864068
5.90592622756958,15,7.80802061864068
6.01138919591904,5,7.80802061864068
6.11685216426849,-21,7.80802061864068
