Distance (µm),Raw_data,Fitted_data
0,121,51.3617046929408
0.105462968349457,20,51.3617046929408
0.210925936698914,43,51.3617046929408
0.31638890504837,43,51.3617046929408
0.421851873397827,28,51.3617046929408
0.527314841747284,17,51.3617046929408
0.632777810096741,27,51.3617046929408
0.738240778446198,31,51.3617046929408
0.843703746795654,40,51.3617046929408
0.949166715145111,80,51.3617046929408
1.05462968349457,10,51.3617046929408
1.16009265184402,34,51.3617046929408
1.26555562019348,19,51.361704692941
1.37101858854294,36,51.3617046929467
1.4764815568924,31,51.3617046931293
1.58194452524185,38,51.3617046979473
1.68740749359131,34,51.3617048023658
1.79287046194077,41,51.3617066610186
1.89833343029022,22,51.3617338207412
2.00379639863968,17,51.3620594350793
2.10925936698914,25,51.3652598396967
2.21472233533859,50,51.3910232065892
2.32018530368805,34,51.5606648102462
2.42564827203751,63,52.4727448859997
2.53111124038696,107,56.4671446751972
2.63657420873642,147,70.6669908256258
2.74203717708588,61,111.431890254507
2.84750014543533,236,205.170569568362
2.95296311378479,279,375.435132980649
3.05842608213425,921,613.243734603612
3.1638890504837,492,853.014894354814
3.26935201883316,1185,992.530609152672
3.37481498718262,836,960.622106275281
3.48027795553207,948,774.212475973358
3.58574092388153,413,524.239239691459
3.69120389223099,373,305.92065946477
3.79666686058044,62,164.124994729577
3.9021298289299,58,92.4659577785017
4.00759279727936,20,63.6912041612959
4.11305576562882,0,54.4049978842861
4.21851873397827,41,51.9798375160374
4.32398170232773,69,51.465018765003
4.42944467067719,56,51.3759141281513
4.53490763902664,68,51.363312869827
4.6403706073761,74,51.3618544648888
4.74583357572556,54,51.3617161709563
4.85129654407501,127,51.3617054167812
4.95675951242447,92,51.3617047305037
5.06222248077393,170,51.3617046945449
5.16768544912338,10,51.3617046929972
5.27314841747284,115,51.3617046929425
5.3786113858223,32,51.3617046929409
5.48407435417175,105,51.3617046929408
5.58953732252121,62,51.3617046929408
5.69500029087067,61,51.3617046929408
5.80046325922012,44,51.3617046929408
5.90592622756958,12,51.3617046929408
6.01138919591904,30,51.3617046929408
6.11685216426849,45,51.3617046929408
6.22231513261795,132,51.3617046929408
6.32777810096741,90,51.3617046929408
